data_count,asset,canny,asset_size,cond_scale,img_idx,input_prompt,Det_count,Match_count,count_ok,align_ok,rank_ok,success
3,balloon,blur,0.4,1.2,1,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.4,1.0,0,balloon with string,3,3,True,True,False,False
3,balloon,blur,0.4,1.2,2,balloon with string,4,3,False,,,False
3,balloon,blur,0.4,1.4,0,balloon with string,0,0,False,,,False
3,balloon,blur,0.6,0.6,1,balloon with string,1,1,False,,,False
3,balloon,blur,0.6,0.6,0,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.6,0.6,2,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.6,0.8,0,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.4,1.4,1,balloon with string,0,0,False,,,False
3,balloon,blur,0.4,1.4,2,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.6,0.8,2,balloon with string,3,3,True,True,False,False
3,balloon,blur,0.6,0.8,1,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.6,1.0,0,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.6,1.0,1,balloon with string,4,3,False,,,False
3,balloon,blur,0.6,1.0,2,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.6,1.2,2,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.6,1.4,0,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.6,1.2,0,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.6,1.2,1,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,0.6,0,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.6,1.4,1,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.6,1.4,2,balloon with string,1,1,False,,,False
3,balloon,blur,0.8,0.6,1,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,0.6,2,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.8,0.8,2,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,0.8,0,balloon with string,4,3,False,,,False
3,balloon,blur,0.8,1.0,0,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,1.0,1,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,1.0,2,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,1.2,0,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,0.8,1,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,1.2,1,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,1.4,0,balloon with string,3,3,True,True,True,True
3,balloon,blur,0.8,1.2,2,balloon with string,3,3,True,True,True,True
3,balloon,sparse,0.4,0.6,1,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.8,1.4,2,balloon with string,0,0,False,,,False
3,balloon,sparse,0.4,0.6,2,balloon with string,3,3,True,False,False,False
3,balloon,blur,0.8,1.4,1,balloon with string,3,3,True,True,True,True
3,balloon,sparse,0.4,0.6,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,0.8,0,balloon with string,4,3,False,,,False
3,balloon,sparse,0.4,0.8,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,0.8,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.0,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.0,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.2,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.0,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.2,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.2,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.4,0,balloon with string,0,0,False,,,False
3,balloon,sparse,0.4,1.4,1,balloon with string,0,0,False,,,False
3,balloon,sparse,0.6,0.6,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.4,1.4,2,balloon with string,2,2,False,,,False
3,balloon,sparse,0.6,0.6,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,0.6,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,0.8,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,0.8,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,1.0,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,0.8,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,1.0,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,1.0,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,1.2,0,balloon with string,4,3,False,,,False
3,balloon,sparse,0.6,1.2,2,balloon with string,3,2,False,,,False
3,balloon,sparse,0.6,1.2,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.8,0.6,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.8,0.6,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,1.4,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.6,1.4,2,balloon with string,0,0,False,,,False
3,balloon,sparse,0.6,1.4,0,balloon with string,0,0,False,,,False
3,balloon,sparse,0.8,0.8,1,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.8,0.6,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.8,0.8,0,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.8,0.8,2,balloon with string,3,3,True,False,False,False
3,balloon,sparse,0.8,1.2,0,balloon with string,4,3,False,,,False
3,balloon,sparse,0.8,1.0,1,balloon with string,3,3,True,True,True,True
3,balloon,sparse,0.8,1.0,0,balloon with string,3,3,True,True,True,True
3,balloon,sparse,0.8,1.0,2,balloon with string,3,3,True,False,True,False
3,balloon,sparse,0.8,1.2,1,balloon with string,3,3,True,True,True,True
3,balloon,sparse,0.8,1.2,2,balloon with string,3,3,True,True,True,True
3,balloon,sparse,0.8,1.4,1,balloon with string,0,0,False,,,False
3,balloon,sparse,0.8,1.4,0,balloon with string,3,3,True,True,True,True
3,cactus,default,0.4,0.6,2,cactus,3,3,True,False,False,False
3,cactus,default,0.4,0.6,1,cactus,3,3,True,False,False,False
3,cactus,default,0.4,0.6,0,cactus,3,3,True,False,False,False
3,balloon,sparse,0.8,1.4,2,balloon with string,3,3,True,True,True,True
3,cactus,default,0.4,0.8,0,cactus,2,2,False,,,False
3,cactus,default,0.4,1.0,0,cactus,3,3,True,True,True,True
3,cactus,default,0.4,0.8,2,cactus,3,3,True,False,False,False
3,cactus,default,0.4,0.8,1,cactus,3,3,True,False,False,False
3,cactus,default,0.4,1.2,0,cactus,0,0,False,,,False
3,cactus,default,0.4,1.0,2,cactus,3,3,True,False,False,False
3,cactus,default,0.4,1.0,1,cactus,3,3,True,True,True,True
3,cactus,default,0.4,1.2,2,cactus,3,3,True,True,True,True
3,cactus,default,0.4,1.2,1,cactus,3,3,True,True,True,True
3,cactus,default,0.4,1.4,0,cactus,3,3,True,True,True,True
3,cactus,default,0.6,0.6,1,cactus,3,3,True,False,False,False
3,cactus,default,0.4,1.4,1,cactus,3,3,True,True,True,True
3,cactus,default,0.4,1.4,2,cactus,3,3,True,True,True,True
3,cactus,default,0.6,0.6,0,cactus,3,3,True,True,True,True
3,cactus,default,0.6,0.6,2,cactus,3,3,True,False,False,False
3,cactus,default,0.6,0.8,0,cactus,3,3,True,True,False,False
3,cactus,default,0.6,0.8,1,cactus,3,3,True,True,True,True
3,cactus,default,0.6,0.8,2,cactus,3,3,True,False,False,False
3,cactus,default,0.6,1.0,0,cactus,3,3,True,True,True,True
3,cactus,default,0.6,1.0,2,cactus,3,3,True,True,True,True
3,cactus,default,0.6,1.4,0,cactus,9,3,False,,,False
3,cactus,default,0.6,1.0,1,cactus,3,3,True,True,True,True
3,cactus,default,0.6,1.4,1,cactus,6,2,False,,,False
3,cactus,default,0.6,1.2,1,cactus,3,3,True,True,True,True
3,cactus,default,0.6,1.2,0,cactus,3,3,True,True,True,True
3,cactus,default,0.6,1.2,2,cactus,4,3,False,,,False
3,cactus,default,0.8,0.6,0,cactus,3,3,True,True,True,True
3,cactus,default,0.6,1.4,2,cactus,0,0,False,,,False
3,cactus,default,0.8,0.6,2,cactus,3,3,True,True,False,False
3,cactus,default,0.8,0.6,1,cactus,3,3,True,False,True,False
3,cactus,default,0.8,0.8,1,cactus,4,3,False,,,False
3,cactus,default,0.8,1.0,1,cactus,0,0,False,,,False
3,cactus,default,0.8,0.8,2,cactus,3,3,True,True,True,True
3,cactus,default,0.8,1.0,0,cactus,3,3,True,True,True,True
3,cactus,default,0.8,0.8,0,cactus,3,3,True,True,True,True
3,cactus,default,0.8,1.0,2,cactus,3,3,True,True,True,True
3,cactus,default,0.8,1.2,0,cactus,0,0,False,,,False
3,cactus,default,0.8,1.2,1,cactus,0,0,False,,,False
3,cactus,default,0.8,1.4,0,cactus,6,3,False,,,False
3,cactus,default,0.8,1.4,1,cactus,0,0,False,,,False
3,cactus,blur,0.4,0.6,0,cactus,3,3,True,False,False,False
3,cactus,blur,0.4,0.6,1,cactus,3,3,True,False,False,False
3,cactus,blur,0.4,0.6,2,cactus,3,3,True,False,False,False
3,cactus,default,0.8,1.2,2,cactus,0,0,False,,,False
3,cactus,default,0.8,1.4,2,cactus,7,3,False,,,False
3,cactus,blur,0.4,0.8,0,cactus,2,2,False,,,False
3,cactus,blur,0.4,0.8,1,cactus,3,3,True,False,False,False
3,cactus,blur,0.4,1.0,2,cactus,4,3,False,,,False
3,cactus,blur,0.4,0.8,2,cactus,3,3,True,False,False,False
3,cactus,blur,0.4,1.2,1,cactus,3,3,True,True,False,False
3,cactus,blur,0.4,1.0,0,cactus,3,3,True,True,True,True
3,cactus,blur,0.4,1.0,1,cactus,3,3,True,False,False,False
3,cactus,blur,0.4,1.2,0,cactus,3,3,True,False,True,False
3,cactus,blur,0.4,1.2,2,cactus,3,3,True,False,False,False
3,cactus,blur,0.4,1.4,0,cactus,3,3,True,True,True,True
3,cactus,blur,0.4,1.4,1,cactus,3,3,True,False,True,False
3,cactus,blur,0.6,0.6,2,cactus,3,3,True,False,False,False
3,cactus,blur,0.6,0.6,1,cactus,3,3,True,False,False,False
3,cactus,blur,0.6,0.8,1,cactus,3,3,True,True,True,True
3,cactus,blur,0.6,0.6,0,cactus,5,3,False,,,False
3,cactus,blur,0.6,0.8,0,cactus,2,2,False,,,False
3,cactus,blur,0.4,1.4,2,cactus,3,3,True,False,True,False
3,cactus,blur,0.6,0.8,2,cactus,3,3,True,True,True,True
3,cactus,blur,0.6,1.0,0,cactus,0,0,False,,,False
3,cactus,blur,0.6,1.0,1,cactus,3,3,True,False,False,False
3,cactus,blur,0.6,1.4,0,cactus,0,0,False,,,False
3,cactus,blur,0.6,1.2,0,cactus,3,3,True,True,True,True
3,cactus,blur,0.6,1.4,2,cactus,0,0,False,,,False
3,cactus,blur,0.6,1.4,1,cactus,0,0,False,,,False
3,cactus,blur,0.6,1.0,2,cactus,3,3,True,False,True,False
3,cactus,blur,0.6,1.2,2,cactus,2,2,False,,,False
3,cactus,blur,0.6,1.2,1,cactus,3,3,True,False,True,False
3,cactus,blur,0.8,0.6,0,cactus,3,3,True,True,False,False
3,cactus,blur,0.8,0.8,0,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,0.6,1,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,0.6,2,cactus,3,3,True,False,False,False
3,cactus,blur,0.8,0.8,2,cactus,3,3,True,False,False,False
3,cactus,blur,0.8,1.0,0,cactus,3,3,True,True,False,False
3,cactus,blur,0.8,1.0,1,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,0.8,1,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,1.0,2,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,1.2,0,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,1.2,1,cactus,3,3,True,True,True,True
3,cactus,blur,0.8,1.2,2,cactus,3,3,True,True,True,True
3,cactus,sparse,0.4,0.6,0,cactus,3,3,True,False,False,False
3,cactus,blur,0.8,1.4,2,cactus,2,2,False,,,False
3,cactus,sparse,0.4,0.6,1,cactus,3,3,True,False,False,False
3,cactus,blur,0.8,1.4,1,cactus,0,0,False,,,False
3,cactus,blur,0.8,1.4,0,cactus,3,3,True,True,True,True
3,cactus,sparse,0.4,0.6,2,cactus,3,3,True,False,True,False
3,cactus,sparse,0.4,0.8,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.4,0.8,1,cactus,3,3,True,False,False,False
3,cactus,sparse,0.4,0.8,2,cactus,4,3,False,,,False
3,cactus,sparse,0.4,1.2,1,cactus,1,1,False,,,False
3,cactus,sparse,0.4,1.0,0,cactus,0,0,False,,,False
3,cactus,sparse,0.4,1.0,1,cactus,2,2,False,,,False
3,cactus,sparse,0.4,1.2,2,cactus,3,3,True,False,False,False
3,cactus,sparse,0.4,1.0,2,cactus,3,3,True,False,False,False
3,cactus,sparse,0.4,1.2,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.4,1.4,0,cactus,0,0,False,,,False
3,cactus,sparse,0.4,1.4,1,cactus,3,3,True,True,True,True
3,cactus,sparse,0.6,0.6,1,cactus,3,3,True,False,False,False
3,cactus,sparse,0.4,1.4,2,cactus,1,1,False,,,False
3,cactus,sparse,0.6,0.6,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,0.6,2,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,0.8,0,cactus,3,3,True,True,True,True
3,cactus,sparse,0.6,0.8,2,cactus,3,3,True,False,True,False
3,cactus,sparse,0.6,1.0,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,0.8,1,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,1.0,2,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,1.2,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,1.0,1,cactus,3,3,True,False,False,False
3,cactus,sparse,0.6,1.4,2,cactus,0,0,False,,,False
3,cactus,sparse,0.6,1.2,1,cactus,3,3,True,True,False,False
3,cactus,sparse,0.6,1.4,1,cactus,2,2,False,,,False
3,cactus,sparse,0.6,1.2,2,cactus,0,0,False,,,False
3,cactus,sparse,0.6,1.4,0,cactus,1,1,False,,,False
3,cactus,sparse,0.8,0.6,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.8,0.6,1,cactus,3,3,True,False,False,False
3,cactus,sparse,0.8,0.6,2,cactus,3,3,True,False,False,False
3,cactus,sparse,0.8,0.8,0,cactus,3,3,True,False,False,False
3,cactus,sparse,0.8,0.8,1,cactus,3,3,True,False,True,False
3,cactus,sparse,0.8,0.8,2,cactus,3,3,True,False,True,False
3,cactus,sparse,0.8,1.0,2,cactus,3,3,True,False,False,False
3,cactus,sparse,0.8,1.0,1,cactus,3,3,True,True,False,False
3,cactus,sparse,0.8,1.0,0,cactus,2,2,False,,,False
3,cactus,sparse,0.8,1.2,1,cactus,3,3,True,True,True,True
3,cactus,sparse,0.8,1.2,0,cactus,5,3,False,,,False
3,cactus,sparse,0.8,1.2,2,cactus,3,3,True,True,True,True
3,cactus,sparse,0.8,1.4,0,cactus,3,3,True,True,True,True
3,cactus,sparse,0.8,1.4,2,cactus,0,0,False,,,False
3,cactus,sparse,0.8,1.4,1,cactus,0,0,False,,,False
4,thin_man,default,0.4,0.8,1,human,4,4,True,True,True,True
4,thin_man,default,0.4,0.6,2,human,4,4,True,True,True,True
4,thin_man,default,0.4,0.6,1,human,4,4,True,False,False,False
4,thin_man,default,0.4,0.6,0,human,4,4,True,False,False,False
4,thin_man,default,0.4,0.8,0,human,4,4,True,True,True,True
4,thin_man,default,0.4,0.8,2,human,4,4,True,True,True,True
4,thin_man,default,0.4,1.0,1,human,4,4,True,True,True,True
4,thin_man,default,0.4,1.0,0,human,4,4,True,True,True,True
4,thin_man,default,0.4,1.0,2,human,5,4,False,,,False
4,thin_man,default,0.4,1.2,2,human,4,4,True,True,True,True
4,thin_man,default,0.4,1.4,1,human,0,0,False,,,False
4,thin_man,default,0.4,1.4,0,human,4,4,True,True,True,True
4,thin_man,default,0.4,1.2,0,human,4,4,True,True,True,True
4,thin_man,default,0.6,0.6,0,human,4,4,True,False,True,False
4,thin_man,default,0.4,1.2,1,human,4,4,True,True,True,True
4,thin_man,default,0.4,1.4,2,human,4,4,True,True,True,True
4,thin_man,default,0.6,0.6,1,human,4,4,True,False,False,False
4,thin_man,default,0.6,0.6,2,human,4,4,True,False,True,False
4,thin_man,default,0.6,0.8,1,human,4,4,True,False,True,False
4,thin_man,default,0.6,0.8,2,human,4,4,True,False,True,False
4,thin_man,default,0.6,1.2,0,human,4,4,True,True,True,True
4,thin_man,default,0.6,0.8,0,human,4,4,True,False,True,False
4,thin_man,default,0.6,1.0,2,human,4,4,True,True,True,True
4,thin_man,default,0.6,1.0,0,human,4,4,True,True,True,True
4,thin_man,default,0.6,1.0,1,human,4,4,True,False,True,False
4,thin_man,default,0.6,1.2,2,human,4,4,True,True,True,True
4,thin_man,default,0.6,1.2,1,human,4,4,True,False,True,False
4,thin_man,default,0.6,1.4,0,human,4,4,True,False,True,False
4,thin_man,default,0.8,0.6,0,human,4,4,True,True,True,True
4,thin_man,default,0.8,0.6,1,human,4,4,True,True,True,True
4,thin_man,default,0.6,1.4,2,human,4,4,True,True,True,True
4,thin_man,default,0.8,0.6,2,human,4,4,True,True,True,True
4,thin_man,default,0.6,1.4,1,human,4,4,True,False,True,False
4,thin_man,default,0.8,0.8,0,human,4,4,True,False,True,False
4,thin_man,default,0.8,0.8,1,human,4,4,True,True,True,True
4,thin_man,default,0.8,1.0,0,human,4,4,True,True,True,True
4,thin_man,default,0.8,0.8,2,human,4,4,True,True,True,True
4,thin_man,default,0.8,1.0,1,human,4,4,True,True,True,True
4,thin_man,default,0.8,1.0,2,human,4,4,True,True,True,True
4,thin_man,default,0.8,1.2,1,human,4,4,True,False,True,False
4,thin_man,default,0.8,1.2,0,human,4,4,True,True,True,True
4,thin_man,default,0.8,1.2,2,human,4,4,True,False,True,False
4,thin_man,default,0.8,1.4,0,human,4,4,True,False,True,False
4,thin_man,blur,0.4,0.6,0,human,4,4,True,False,False,False
4,thin_man,default,0.8,1.4,2,human,4,4,True,False,True,False
4,thin_man,default,0.8,1.4,1,human,4,4,True,False,True,False
4,thin_man,blur,0.4,0.8,1,human,4,4,True,False,False,False
4,thin_man,blur,0.4,0.6,1,human,4,4,True,False,True,False
4,thin_man,blur,0.4,0.8,0,human,4,4,True,False,False,False
4,thin_man,blur,0.4,0.6,2,human,4,4,True,False,False,False
4,thin_man,blur,0.4,1.0,0,human,4,4,True,True,False,False
4,thin_man,blur,0.4,0.8,2,human,4,4,True,False,False,False
4,thin_man,blur,0.4,1.0,1,human,3,3,False,,,False
4,thin_man,blur,0.4,1.0,2,human,4,4,True,True,False,False
4,thin_man,blur,0.4,1.2,0,human,4,4,True,False,False,False
4,thin_man,blur,0.4,1.2,2,human,0,0,False,,,False
4,thin_man,blur,0.4,1.4,0,human,0,0,False,,,False
4,thin_man,blur,0.4,1.4,2,human,0,0,False,,,False
4,thin_man,blur,0.6,0.6,1,human,4,4,True,False,False,False
4,thin_man,blur,0.6,0.6,0,human,4,4,True,False,False,False
4,thin_man,blur,0.4,1.4,1,human,0,0,False,,,False
4,thin_man,blur,0.4,1.2,1,human,4,4,True,True,True,True
4,thin_man,blur,0.6,0.6,2,human,4,4,True,True,True,True
4,thin_man,blur,0.6,0.8,0,human,4,4,True,False,True,False
4,thin_man,blur,0.6,0.8,1,human,4,4,True,True,True,True
4,thin_man,blur,0.6,0.8,2,human,4,4,True,True,True,True
4,thin_man,blur,0.6,1.0,2,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.2,1,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.0,1,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.0,0,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.2,0,human,8,4,False,,,False
4,thin_man,blur,0.6,1.2,2,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.4,0,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.4,1,human,4,4,True,False,True,False
4,thin_man,blur,0.6,1.4,2,human,4,4,True,True,True,True
4,thin_man,blur,0.8,0.6,1,human,4,4,True,False,False,False
4,thin_man,blur,0.8,0.6,2,human,4,4,True,False,False,False
4,thin_man,blur,0.8,0.6,0,human,4,4,True,True,True,True
4,thin_man,blur,0.8,0.8,1,human,4,4,True,True,True,True
4,thin_man,blur,0.8,0.8,0,human,4,4,True,True,True,True
4,thin_man,blur,0.8,0.8,2,human,4,4,True,True,True,True
4,thin_man,blur,0.8,1.0,0,human,4,4,True,True,True,True
4,thin_man,blur,0.8,1.0,1,human,4,4,True,True,True,True
4,thin_man,blur,0.8,1.2,0,human,4,4,True,False,True,False
4,thin_man,blur,0.8,1.0,2,human,4,4,True,False,True,False
4,thin_man,blur,0.8,1.2,2,human,4,4,True,True,True,True
4,thin_man,blur,0.8,1.2,1,human,4,4,True,True,True,True
4,thin_man,blur,0.8,1.4,0,human,4,4,True,False,True,False
4,thin_man,sparse,0.4,0.6,0,human,3,3,False,,,False
4,thin_man,blur,0.8,1.4,1,human,4,4,True,False,True,False
4,thin_man,blur,0.8,1.4,2,human,4,4,True,False,True,False
4,thin_man,sparse,0.4,0.6,2,human,2,2,False,,,False
4,thin_man,sparse,0.4,0.6,1,human,4,4,True,True,False,False
4,thin_man,sparse,0.4,0.8,0,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,0.8,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,0.8,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.0,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.0,0,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.0,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.2,0,human,2,2,False,,,False
4,thin_man,sparse,0.4,1.2,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.2,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.4,0,human,0,0,False,,,False
4,thin_man,sparse,0.6,0.6,0,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.4,2,human,0,0,False,,,False
4,thin_man,sparse,0.6,0.6,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.4,1.4,1,human,0,0,False,,,False
4,thin_man,sparse,0.6,0.6,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.6,0.8,0,human,4,4,True,False,False,False
4,thin_man,sparse,0.6,0.8,1,human,2,2,False,,,False
4,thin_man,sparse,0.6,0.8,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.6,1.0,0,human,4,4,True,True,False,False
4,thin_man,sparse,0.6,1.0,2,human,4,4,True,True,True,True
4,thin_man,sparse,0.6,1.0,1,human,4,4,True,True,False,False
4,thin_man,sparse,0.6,1.2,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.6,1.2,2,human,2,2,False,,,False
4,thin_man,sparse,0.6,1.4,0,human,0,0,False,,,False
4,thin_man,sparse,0.6,1.2,0,human,4,4,True,False,False,False
4,thin_man,sparse,0.6,1.4,1,human,0,0,False,,,False
4,thin_man,sparse,0.6,1.4,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.8,0.6,0,human,4,4,True,False,False,False
4,thin_man,sparse,0.8,0.6,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.8,0.6,2,human,4,4,True,True,False,False
4,thin_man,sparse,0.8,0.8,1,human,4,4,True,True,True,True
4,thin_man,sparse,0.8,1.0,0,human,4,4,True,True,False,False
4,thin_man,sparse,0.8,0.8,2,human,4,4,True,False,False,False
4,thin_man,sparse,0.8,0.8,0,human,4,4,True,False,True,False
4,thin_man,sparse,0.8,1.0,1,human,4,4,True,False,False,False
4,thin_man,sparse,0.8,1.0,2,human,4,4,True,True,True,True
4,thin_man,sparse,0.8,1.2,0,human,4,4,True,True,True,True
4,thin_man,sparse,0.8,1.2,1,human,4,4,True,True,True,True
4,thin_man,sparse,0.8,1.4,0,human,4,4,True,True,True,True
4,bottle,default,0.4,0.6,1,bottle,4,4,True,False,False,False
4,bottle,default,0.4,0.6,0,bottle,3,3,False,,,False
4,thin_man,sparse,0.8,1.4,2,human,4,4,True,True,True,True
4,thin_man,sparse,0.8,1.4,1,human,4,4,True,True,True,True
4,thin_man,sparse,0.8,1.2,2,human,4,4,True,True,True,True
4,bottle,default,0.4,0.6,2,bottle,4,4,True,False,False,False
4,bottle,default,0.4,0.8,0,bottle,4,4,True,True,True,True
4,bottle,default,0.4,0.8,1,bottle,4,4,True,False,False,False
4,bottle,default,0.4,1.0,0,bottle,4,4,True,True,True,True
4,bottle,default,0.4,0.8,2,bottle,4,4,True,True,False,False
4,bottle,default,0.4,1.0,1,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.2,1,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.2,0,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.0,2,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.2,2,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.4,0,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.4,1,bottle,4,4,True,True,True,True
4,bottle,default,0.4,1.4,2,bottle,4,4,True,True,True,True
4,bottle,default,0.6,0.6,0,bottle,4,4,True,True,True,True
4,bottle,default,0.6,0.6,1,bottle,4,4,True,False,False,False
4,bottle,default,0.6,0.6,2,bottle,4,4,True,True,True,True
4,bottle,default,0.6,0.8,1,bottle,4,4,True,True,True,True
4,bottle,default,0.6,0.8,0,bottle,4,4,True,True,True,True
4,bottle,default,0.6,0.8,2,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.0,1,bottle,4,4,True,False,True,False
4,bottle,default,0.6,1.0,0,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.0,2,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.2,0,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.2,2,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.4,0,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.2,1,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.4,2,bottle,4,4,True,True,True,True
4,bottle,default,0.8,0.6,1,bottle,4,4,True,True,True,True
4,bottle,default,0.8,0.6,2,bottle,4,4,True,True,True,True
4,bottle,default,0.8,0.6,0,bottle,4,4,True,True,True,True
4,bottle,default,0.6,1.4,1,bottle,4,4,True,True,True,True
4,bottle,default,0.8,0.8,1,bottle,4,4,True,True,True,True
4,bottle,default,0.8,0.8,0,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.0,0,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.2,0,bottle,4,4,True,True,True,True
4,bottle,default,0.8,0.8,2,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.0,1,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.2,1,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.0,2,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.2,2,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.4,0,bottle,4,4,True,True,True,True
4,bottle,default,0.8,1.4,1,bottle,4,4,True,True,True,True
4,bottle,blur,0.4,0.6,0,bottle,4,4,True,False,False,False
4,bottle,blur,0.4,0.6,1,bottle,4,4,True,False,False,False
4,bottle,default,0.8,1.4,2,bottle,4,4,True,True,True,True
4,bottle,blur,0.4,0.8,1,bottle,3,3,False,,,False
4,bottle,blur,0.4,0.8,0,bottle,4,4,True,False,False,False
4,bottle,blur,0.4,0.6,2,bottle,4,3,False,,,False
